"ID","MonthlyIncome"
1159,2204.05613324426
1160,6248.7535221024
1161,2160.63657453234
1162,10067.9010042843
1163,2502.2651924377
1164,9933.56382194572
1165,2202.66428558283
1166,2067.99269726335
1167,9855.27769476783
1168,5830.84622235105
1169,2263.86248562528
1170,2100.76467020582
